Entity,Code,Day,total_vaccinations_per_hundred
Armenia,ARM,7/11/2021,3.65
Armenia,ARM,7/18/2021,4.42
Armenia,ARM,7/25/2021,5.15
Armenia,ARM,8/1/2021,5.8
Armenia,ARM,8/8/2021,6.58
Armenia,ARM,8/15/2021,7.43
Aruba,ABW,3/29/2021,24.13
Aruba,ABW,4/10/2021,38.49
Aruba,ABW,4/12/2021,40.34
Aruba,ABW,4/13/2021,42.7
Aruba,ABW,4/14/2021,45.15
Aruba,ABW,4/15/2021,47.34
Aruba,ABW,4/16/2021,49.6
Aruba,ABW,4/17/2021,52.06
Aruba,ABW,4/18/2021,52.12
Aruba,ABW,4/19/2021,54.49
Aruba,ABW,4/20/2021,56.55
Aruba,ABW,4/21/2021,58.39
Aruba,ABW,4/22/2021,60.21
Aruba,ABW,4/23/2021,63.64
Aruba,ABW,4/24/2021,64.89
Aruba,ABW,4/25/2021,68.47
Aruba,ABW,4/26/2021,68.71
Aruba,ABW,4/28/2021,69.94
Aruba,ABW,4/29/2021,71.04
Aruba,ABW,4/30/2021,71.99
Aruba,ABW,5/3/2021,72.8
Aruba,ABW,5/4/2021,73.95
Aruba,ABW,5/5/2021,74.46
Aruba,ABW,5/6/2021,74.51
Aruba,ABW,5/7/2021,75.17
Aruba,ABW,5/8/2021,75.58
Aruba,ABW,5/10/2021,76.44
Aruba,ABW,5/11/2021,77.62
Aruba,ABW,5/12/2021,78.9
Aruba,ABW,5/13/2021,80.03
Aruba,ABW,5/14/2021,81.99
Aruba,ABW,5/15/2021,82.99
Aruba,ABW,5/17/2021,85.24
Aruba,ABW,5/18/2021,87.79
Aruba,ABW,5/19/2021,89.92
Aruba,ABW,5/20/2021,91.72
Aruba,ABW,5/21/2021,93.67
Aruba,ABW,5/22/2021,96.84
Aruba,ABW,5/23/2021,101.6
Aruba,ABW,5/24/2021,102.8
Aruba,ABW,5/25/2021,104.32
Aruba,ABW,5/26/2021,104.59
Aruba,ABW,5/27/2021,105.2
Aruba,ABW,5/28/2021,105.93
Aruba,ABW,5/29/2021,106.46
Aruba,ABW,5/31/2021,106.92
Aruba,ABW,6/1/2021,107.37
Aruba,ABW,6/2/2021,107.85
Aruba,ABW,6/3/2021,109.18
Aruba,ABW,6/4/2021,109.19
Aruba,ABW,6/6/2021,109.19
Aruba,ABW,6/7/2021,109.62
Aruba,ABW,6/8/2021,110.24
Aruba,ABW,6/9/2021,110.82
Aruba,ABW,6/10/2021,111.34
Aruba,ABW,6/11/2021,111.83
Aruba,ABW,6/12/2021,113.77
Aruba,ABW,6/14/2021,114.15
Aruba,ABW,6/15/2021,114.52
Aruba,ABW,6/16/2021,114.91
Aruba,ABW,6/17/2021,115.31
Aruba,ABW,6/18/2021,115.74
Aruba,ABW,6/20/2021,116.04
Aruba,ABW,6/21/2021,116.44
Aruba,ABW,6/22/2021,116.45
Aruba,ABW,6/23/2021,116.94
Aruba,ABW,6/24/2021,117.35
Aruba,ABW,6/27/2021,117.35
Aruba,ABW,6/28/2021,117.9
Aruba,ABW,6/29/2021,118.38
Aruba,ABW,6/30/2021,119.19
Aruba,ABW,7/1/2021,119.34
Aruba,ABW,7/2/2021,119.87
Aruba,ABW,7/5/2021,120.43
Aruba,ABW,7/6/2021,120.98
Aruba,ABW,7/7/2021,121.43
Aruba,ABW,7/8/2021,121.87
Aruba,ABW,7/9/2021,122.39
Aruba,ABW,7/10/2021,123.57
Aruba,ABW,7/12/2021,123.96
Aruba,ABW,7/13/2021,124.3
Aruba,ABW,7/14/2021,124.74
Aruba,ABW,7/15/2021,125.25
Aruba,ABW,7/16/2021,125.27
Aruba,ABW,7/19/2021,125.99
Aruba,ABW,7/20/2021,126
Aruba,ABW,7/21/2021,126.43
Aruba,ABW,7/22/2021,126.87
Aruba,ABW,7/23/2021,126.92
Aruba,ABW,7/26/2021,127.37
Aruba,ABW,7/27/2021,127.85
Aruba,ABW,7/28/2021,128.23
Aruba,ABW,7/29/2021,128.6
Aruba,ABW,7/30/2021,128.88
Aruba,ABW,7/31/2021,129.73
Aruba,ABW,8/1/2021,129.74
Aruba,ABW,8/2/2021,129.9
Aruba,ABW,8/3/2021,130.23
Aruba,ABW,8/4/2021,130.31
Aruba,ABW,8/5/2021,130.48
Aruba,ABW,8/6/2021,130.72
Aruba,ABW,8/9/2021,131.02
Aruba,ABW,8/10/2021,131.41
Aruba,ABW,8/11/2021,131.97
Aruba,ABW,8/12/2021,132.17
Aruba,ABW,8/13/2021,132.64
Aruba,ABW,8/16/2021,133.03
Aruba,ABW,8/17/2021,133.57
Aruba,ABW,8/18/2021,133.97
Aruba,ABW,8/19/2021,134.31
Aruba,ABW,8/20/2021,134.56
Asia,,12/15/2020,0.03
Asia,,12/19/2020,0.03
Asia,,12/20/2020,0.03
Asia,,12/21/2020,0.03
Asia,,12/22/2020,0.03
Asia,,12/23/2020,0.04
Asia,,12/24/2020,0.04
Asia,,12/25/2020,0.04
Asia,,12/26/2020,0.04
Asia,,12/27/2020,0.04
Asia,,12/28/2020,0.04
Asia,,12/29/2020,0.05
Asia,,12/30/2020,0.05
Asia,,12/31/2020,0.12
Asia,,1/1/2021,0.12
Asia,,1/2/2021,0.12
Asia,,1/3/2021,0.13
Asia,,1/4/2021,0.13
Asia,,1/5/2021,0.15
Asia,,1/6/2021,0.16
Asia,,1/7/2021,0.16
Asia,,1/8/2021,0.16
Asia,,1/9/2021,0.26
Asia,,1/10/2021,0.27
Asia,,1/11/2021,0.27
Asia,,1/12/2021,0.27
Asia,,1/13/2021,0.3
Asia,,1/14/2021,0.31
Asia,,1/15/2021,0.32
Asia,,1/16/2021,0.33
Asia,,1/17/2021,0.34
Asia,,1/18/2021,0.35
Asia,,1/19/2021,0.37
Asia,,1/20/2021,0.49
Asia,,1/21/2021,0.5
Asia,,1/22/2021,0.52
Asia,,1/23/2021,0.53
Asia,,1/24/2021,0.54
Asia,,1/25/2021,0.55
Asia,,1/26/2021,0.57
Asia,,1/27/2021,0.75
Asia,,1/28/2021,0.78
Asia,,1/29/2021,0.8
Asia,,1/30/2021,0.81
Asia,,1/31/2021,0.85
Asia,,2/1/2021,0.87
Asia,,2/2/2021,0.88
Asia,,2/3/2021,1.05
Asia,,2/4/2021,1.08
Asia,,2/5/2021,1.1
Asia,,2/6/2021,1.12
Asia,,2/7/2021,1.13
Asia,,2/8/2021,1.14
Asia,,2/9/2021,1.36
Asia,,2/10/2021,1.39
Asia,,2/11/2021,1.41
Asia,,2/12/2021,1.44
Asia,,2/13/2021,1.46
Asia,,2/14/2021,1.47
Asia,,2/15/2021,1.5
Asia,,2/16/2021,1.53
Asia,,2/17/2021,1.57
Asia,,2/18/2021,1.61
Asia,,2/19/2021,1.64
Asia,,2/20/2021,1.67
Asia,,2/21/2021,1.68
Asia,,2/22/2021,1.71
Asia,,2/23/2021,1.74
Asia,,2/24/2021,1.77
Asia,,2/25/2021,1.8
Asia,,2/26/2021,1.83
Asia,,2/27/2021,1.86
Asia,,2/28/2021,2.13
Asia,,3/1/2021,2.16
Asia,,3/2/2021,2.21
Asia,,3/3/2021,2.25
Asia,,3/4/2021,2.3
Asia,,3/5/2021,2.35
Asia,,3/6/2021,2.4
Asia,,3/7/2021,2.42
Asia,,3/8/2021,2.48
Asia,,3/9/2021,2.53
Asia,,3/10/2021,2.6
Asia,,3/11/2021,2.63
Asia,,3/12/2021,2.69
Asia,,3/13/2021,2.74
Asia,,3/14/2021,3.03
Asia,,3/15/2021,3.13
Asia,,3/16/2021,3.21
Asia,,3/17/2021,3.29
Asia,,3/18/2021,3.36
Asia,,3/19/2021,3.48
Asia,,3/20/2021,3.78
Asia,,3/21/2021,3.8
Asia,,3/22/2021,4.03
Asia,,3/23/2021,4.17
Asia,,3/24/2021,4.32
Asia,,3/25/2021,4.51
Asia,,3/26/2021,4.73
Asia,,3/27/2021,4.9
Asia,,3/28/2021,5.02
Asia,,3/29/2021,5.15
Asia,,3/30/2021,5.3
Asia,,3/31/2021,5.52
Asia,,4/1/2021,5.79
Asia,,4/2/2021,6.05
Asia,,4/3/2021,6.2
Asia,,4/4/2021,6.36
Asia,,4/5/2021,6.53
Asia,,4/6/2021,6.73
Asia,,4/7/2021,6.9
Asia,,4/8/2021,7.17
Asia,,4/9/2021,7.4
Asia,,4/10/2021,7.59
Asia,,4/11/2021,7.74
Asia,,4/12/2021,7.96
Asia,,4/13/2021,8.13
Asia,,4/14/2021,8.31
Asia,,4/15/2021,8.5
Asia,,4/16/2021,8.66
Asia,,4/17/2021,8.79
Asia,,4/18/2021,8.91
Asia,,4/19/2021,9.08
Asia,,4/20/2021,9.2
Asia,,4/21/2021,9.41
Asia,,4/22/2021,9.67
Asia,,4/23/2021,9.83
Asia,,4/24/2021,9.94
Asia,,4/25/2021,10.21
Asia,,4/26/2021,10.42
Asia,,4/27/2021,10.66
Asia,,4/28/2021,10.96
Asia,,4/29/2021,11.26
Asia,,4/30/2021,11.61
Asia,,5/1/2021,11.77
Asia,,5/2/2021,11.91
Asia,,5/3/2021,12.08
Asia,,5/4/2021,12.31
Asia,,5/5/2021,12.5
Asia,,5/6/2021,12.79
Asia,,5/7/2021,13.13
Asia,,5/8/2021,13.4
Asia,,5/9/2021,13.59
Asia,,5/10/2021,13.92
Asia,,5/11/2021,14.25
Asia,,5/12/2021,14.58
Asia,,5/13/2021,14.95
Asia,,5/14/2021,15.3
Asia,,5/15/2021,15.63
Asia,,5/16/2021,15.98
Asia,,5/17/2021,16.39
Asia,,5/18/2021,16.79
Asia,,5/19/2021,17.16
Asia,,5/20/2021,17.65
Asia,,5/21/2021,18.08
Asia,,5/22/2021,18.47
Asia,,5/23/2021,18.83
Asia,,5/24/2021,19.31
Asia,,5/25/2021,19.83
Asia,,5/26/2021,20.37
Asia,,5/27/2021,20.89
Asia,,5/28/2021,21.39
Asia,,5/29/2021,21.89
Asia,,5/30/2021,22.38
Asia,,5/31/2021,22.97
Asia,,6/1/2021,23.57
Asia,,6/2/2021,24.19
Asia,,6/3/2021,24.73
Asia,,6/4/2021,25.36
Asia,,6/5/2021,25.86
Asia,,6/6/2021,26.28
Asia,,6/7/2021,26.78
Asia,,6/8/2021,27.29
Asia,,6/9/2021,27.82
Asia,,6/10/2021,28.43
Asia,,6/11/2021,28.98
Asia,,6/12/2021,29.45
Asia,,6/13/2021,29.9
Asia,,6/14/2021,30.33
Asia,,6/15/2021,30.96
Asia,,6/16/2021,31.62
Asia,,6/17/2021,32.32
Asia,,6/18/2021,33.02
Asia,,6/19/2021,33.64
Asia,,6/20/2021,34.21
Asia,,6/21/2021,34.96
Asia,,6/22/2021,35.67
Asia,,6/23/2021,36.36
Asia,,6/24/2021,37.14
Asia,,6/25/2021,37.9
Asia,,6/26/2021,38.62
Asia,,6/27/2021,39.24
Asia,,6/28/2021,39.87
Asia,,6/29/2021,40.54
Asia,,6/30/2021,41.11
Asia,,7/1/2021,41.82
Asia,,7/2/2021,42.36
Asia,,7/3/2021,42.92
Asia,,7/4/2021,43.32
Asia,,7/5/2021,43.79
Asia,,7/6/2021,44.26
Asia,,7/7/2021,44.71
Asia,,7/8/2021,45.33
Asia,,7/9/2021,45.7
Asia,,7/10/2021,46.15
Asia,,7/11/2021,46.46
Asia,,7/12/2021,46.85
Asia,,7/13/2021,47.36
Asia,,7/14/2021,47.9
Asia,,7/15/2021,48.42
Asia,,7/16/2021,48.9
Asia,,7/17/2021,49.33
Asia,,7/18/2021,49.61
Asia,,7/19/2021,50.13
Asia,,7/20/2021,50.6
Asia,,7/21/2021,51.07
Asia,,7/22/2021,51.66
Asia,,7/23/2021,52.23
Asia,,7/24/2021,52.72
Asia,,7/25/2021,53.15
Asia,,7/26/2021,53.84
Asia,,7/27/2021,54.48
Asia,,7/28/2021,55.14
Asia,,7/29/2021,55.88
Asia,,7/30/2021,56.58
Asia,,7/31/2021,57.07
Asia,,8/1/2021,57.79
Asia,,8/2/2021,58.45
Asia,,8/3/2021,59.38
Asia,,8/4/2021,60.11
Asia,,8/5/2021,60.77
Asia,,8/6/2021,61.41
Asia,,8/7/2021,61.92
Asia,,8/8/2021,62.44
Asia,,8/9/2021,62.92
Asia,,8/10/2021,63.83
Asia,,8/11/2021,64.44
Asia,,8/12/2021,64.94
Asia,,8/13/2021,65.59
Asia,,8/14/2021,66.06
Asia,,8/15/2021,66.49
Asia,,8/16/2021,67.15
Asia,,8/17/2021,67.77
Asia,,8/18/2021,68.35
Asia,,8/19/2021,68.88
Asia,,8/20/2021,69.39
Australia,AUS,2/15/2021,0
Australia,AUS,2/16/2021,0
Australia,AUS,2/17/2021,0
Australia,AUS,2/18/2021,0
Australia,AUS,2/19/2021,0
Australia,AUS,2/20/2021,0
Australia,AUS,2/21/2021,0
Australia,AUS,2/22/2021,0
Australia,AUS,2/23/2021,0.01
Australia,AUS,2/24/2021,0.03
Australia,AUS,2/25/2021,0.07
Australia,AUS,2/26/2021,0.1
Australia,AUS,2/27/2021,0.12
Australia,AUS,2/28/2021,0.13
Australia,AUS,3/1/2021,0.13
Australia,AUS,3/2/2021,0.16
Australia,AUS,3/3/2021,0.2
Australia,AUS,3/4/2021,0.24
Australia,AUS,3/5/2021,0.28
Australia,AUS,3/6/2021,0.3
Australia,AUS,3/7/2021,0.32
Australia,AUS,3/8/2021,0.34
Australia,AUS,3/9/2021,0.37
Australia,AUS,3/10/2021,0.42
Australia,AUS,3/11/2021,0.49
Australia,AUS,3/12/2021,0.53
Australia,AUS,3/13/2021,0.62
Australia,AUS,3/14/2021,0.64
Australia,AUS,3/15/2021,0.65
Australia,AUS,3/16/2021,0.72
Australia,AUS,3/17/2021,0.8
Australia,AUS,3/18/2021,0.89
Australia,AUS,3/19/2021,0.94
Australia,AUS,3/20/2021,1
Australia,AUS,3/21/2021,1.01
Australia,AUS,3/22/2021,1.11
Australia,AUS,3/23/2021,1.21
Australia,AUS,3/24/2021,1.39
Australia,AUS,3/25/2021,1.6
Australia,AUS,3/26/2021,1.8
Australia,AUS,3/27/2021,1.99
Australia,AUS,3/28/2021,2.01
Australia,AUS,3/29/2021,2.12
Australia,AUS,3/30/2021,2.34
Australia,AUS,3/31/2021,2.63
Australia,AUS,4/1/2021,2.92
Australia,AUS,4/2/2021,3.23
Australia,AUS,4/3/2021,3.25
Australia,AUS,4/4/2021,3.31
Australia,AUS,4/5/2021,3.31
Australia,AUS,4/6/2021,3.35
Australia,AUS,4/7/2021,3.61
Australia,AUS,4/8/2021,3.91
Australia,AUS,4/9/2021,4.23
Australia,AUS,4/10/2021,4.47
Australia,AUS,4/11/2021,4.57
Australia,AUS,4/12/2021,4.62
Australia,AUS,4/13/2021,4.84
Australia,AUS,4/14/2021,5.08
Australia,AUS,4/15/2021,5.33
Australia,AUS,4/16/2021,5.57
Australia,AUS,4/17/2021,5.78
Australia,AUS,4/18/2021,5.87
Australia,AUS,4/19/2021,6.22
Australia,AUS,4/20/2021,6.48
Australia,AUS,4/21/2021,6.74
Australia,AUS,4/22/2021,7
Australia,AUS,4/23/2021,7.28
Australia,AUS,4/24/2021,7.51
Australia,AUS,4/25/2021,7.58
Australia,AUS,4/26/2021,7.6
Australia,AUS,4/27/2021,7.72
Australia,AUS,4/28/2021,7.96
Australia,AUS,4/29/2021,8.28
Australia,AUS,4/30/2021,8.55
Australia,AUS,5/1/2021,8.76
Australia,AUS,5/2/2021,8.84
Australia,AUS,5/3/2021,8.87
Australia,AUS,5/4/2021,9.09
Australia,AUS,5/5/2021,9.4
Australia,AUS,5/6/2021,9.7
Australia,AUS,5/7/2021,10.02
Australia,AUS,5/8/2021,10.3
Australia,AUS,5/9/2021,10.41
Australia,AUS,5/10/2021,10.44
Australia,AUS,5/11/2021,10.73
Australia,AUS,5/12/2021,11.03
Australia,AUS,5/13/2021,11.35
Australia,AUS,5/14/2021,11.68
Australia,AUS,5/15/2021,11.99
Australia,AUS,5/16/2021,12.11
Australia,AUS,5/17/2021,12.16
Australia,AUS,5/18/2021,12.48
Australia,AUS,5/19/2021,12.86
Australia,AUS,5/20/2021,13.22
Australia,AUS,5/21/2021,13.62
Australia,AUS,5/22/2021,13.97
Australia,AUS,5/23/2021,14.12
Australia,AUS,5/24/2021,14.17
Australia,AUS,5/25/2021,14.47
Australia,AUS,5/26/2021,14.88
Australia,AUS,5/27/2021,15.32
Australia,AUS,5/28/2021,15.81
Australia,AUS,5/29/2021,16.29
Australia,AUS,5/30/2021,16.52
Australia,AUS,5/31/2021,16.64
Australia,AUS,6/1/2021,17.11
Australia,AUS,6/2/2021,17.65
Australia,AUS,6/3/2021,18.21
Australia,AUS,6/4/2021,18.77
Australia,AUS,6/5/2021,19.32
Australia,AUS,6/6/2021,19.67
Australia,AUS,6/7/2021,19.91
Australia,AUS,6/8/2021,20.41
Australia,AUS,6/9/2021,20.96
Australia,AUS,6/10/2021,21.52
Australia,AUS,6/11/2021,22.12
Australia,AUS,6/12/2021,22.64
Australia,AUS,6/13/2021,22.88
Australia,AUS,6/14/2021,23.01
Australia,AUS,6/15/2021,23.26
Australia,AUS,6/16/2021,23.86
Australia,AUS,6/17/2021,24.39
Australia,AUS,6/18/2021,24.94
Australia,AUS,6/22/2021,26.35
Australia,AUS,6/23/2021,26.9
Australia,AUS,6/24/2021,27.45
Australia,AUS,6/25/2021,27.99
Australia,AUS,6/29/2021,29.41
Australia,AUS,6/30/2021,29.98
Australia,AUS,7/2/2021,31.26
Australia,AUS,7/3/2021,31.85
Australia,AUS,7/4/2021,32.16
Australia,AUS,7/5/2021,32.37
Australia,AUS,7/6/2021,32.95
Australia,AUS,7/7/2021,33.6
Australia,AUS,7/8/2021,34.14
Australia,AUS,7/9/2021,34.79
Australia,AUS,7/10/2021,35.35
Australia,AUS,7/11/2021,35.68
Australia,AUS,7/12/2021,35.88
Australia,AUS,7/13/2021,36.49
Australia,AUS,7/14/2021,37.13
Australia,AUS,7/15/2021,37.77
Australia,AUS,7/16/2021,38.46
Australia,AUS,7/17/2021,39.1
Australia,AUS,7/18/2021,39.48
Australia,AUS,7/19/2021,39.71
Australia,AUS,7/20/2021,40.37
Australia,AUS,7/21/2021,41.06
Australia,AUS,7/22/2021,41.78
Australia,AUS,7/23/2021,42.55
Australia,AUS,7/24/2021,43.27
Australia,AUS,7/25/2021,43.69
Australia,AUS,7/26/2021,43.97
Australia,AUS,7/27/2021,44.69
Australia,AUS,7/28/2021,45.47
Australia,AUS,7/29/2021,46.26
Australia,AUS,7/30/2021,47.08
Australia,AUS,7/31/2021,47.87
Australia,AUS,8/1/2021,48.31
Australia,AUS,8/2/2021,48.6
Australia,AUS,8/3/2021,49.39
Australia,AUS,8/4/2021,50.23
Australia,AUS,8/5/2021,51.1
Australia,AUS,8/6/2021,52.04
Australia,AUS,8/7/2021,52.93
Australia,AUS,8/8/2021,53.48
Australia,AUS,8/9/2021,53.82
Australia,AUS,8/10/2021,54.74
Australia,AUS,8/11/2021,55.74
Australia,AUS,8/12/2021,56.77
Australia,AUS,8/13/2021,57.83
Australia,AUS,8/14/2021,58.87
Australia,AUS,8/15/2021,59.51
Australia,AUS,8/16/2021,60.15
Australia,AUS,8/17/2021,61.25
Australia,AUS,8/18/2021,62.32
Australia,AUS,8/19/2021,63.53
Australia,AUS,8/20/2021,64.72
Austria,AUT,12/27/2020,0.01
Austria,AUT,12/28/2020,0.02
Austria,AUT,12/29/2020,0.04
Austria,AUT,12/30/2020,0.06
Austria,AUT,12/31/2020,0.06
Austria,AUT,1/1/2021,0.06
Austria,AUT,1/2/2021,0.06
Austria,AUT,1/3/2021,0.06
Austria,AUT,1/4/2021,0.06
Austria,AUT,1/5/2021,0.08
Austria,AUT,1/6/2021,0.09
Austria,AUT,1/7/2021,0.12
Austria,AUT,1/8/2021,0.27
Austria,AUT,1/9/2021,0.32
Austria,AUT,1/10/2021,0.35
Austria,AUT,1/11/2021,0.41
Austria,AUT,1/12/2021,0.58
Austria,AUT,1/13/2021,0.75
Austria,AUT,1/14/2021,0.94
Austria,AUT,1/15/2021,1.15
Austria,AUT,1/16/2021,1.23
Austria,AUT,1/17/2021,1.29
Austria,AUT,1/18/2021,1.42
Austria,AUT,1/19/2021,1.71
Austria,AUT,1/20/2021,1.97
Austria,AUT,1/21/2021,2.19
Austria,AUT,1/22/2021,2.32
Austria,AUT,1/23/2021,2.36
Austria,AUT,1/24/2021,2.37
Austria,AUT,1/25/2021,2.39
Austria,AUT,1/26/2021,2.49
Austria,AUT,1/27/2021,2.58
Austria,AUT,1/28/2021,2.69
Austria,AUT,1/29/2021,2.86
Austria,AUT,1/30/2021,2.9
Austria,AUT,1/31/2021,2.91
Austria,AUT,2/1/2021,2.97
Austria,AUT,2/2/2021,3.16
Austria,AUT,2/3/2021,3.37
Austria,AUT,2/4/2021,3.6
Austria,AUT,2/5/2021,3.84
Austria,AUT,2/6/2021,3.94
Austria,AUT,2/7/2021,3.99
Austria,AUT,2/8/2021,4.1
Austria,AUT,2/9/2021,4.32
Austria,AUT,2/10/2021,4.57
Austria,AUT,2/11/2021,4.85
Austria,AUT,2/12/2021,5.15
Austria,AUT,2/13/2021,5.26
Austria,AUT,2/14/2021,5.29
Austria,AUT,2/15/2021,5.37
Austria,AUT,2/16/2021,5.53
Austria,AUT,2/17/2021,5.75
Austria,AUT,2/18/2021,5.97
Austria,AUT,2/19/2021,6.21
Austria,AUT,2/20/2021,6.36
Austria,AUT,2/21/2021,6.43
Austria,AUT,2/22/2021,6.5
Austria,AUT,2/23/2021,6.67
Austria,AUT,2/24/2021,6.89
Austria,AUT,2/25/2021,7.12
Austria,AUT,2/26/2021,7.45
Austria,AUT,2/27/2021,7.73
Austria,AUT,2/28/2021,7.84
Austria,AUT,3/1/2021,7.94
Austria,AUT,3/2/2021,8.23
Austria,AUT,3/3/2021,8.54
Austria,AUT,3/4/2021,8.85
Austria,AUT,3/5/2021,9.27
Austria,AUT,3/6/2021,9.58
Austria,AUT,3/7/2021,9.71
Austria,AUT,3/8/2021,9.84
Austria,AUT,3/9/2021,10.16
Austria,AUT,3/10/2021,10.48
Austria,AUT,3/11/2021,10.98
Austria,AUT,3/12/2021,11.64
Austria,AUT,3/13/2021,12.22
Austria,AUT,3/14/2021,12.57
Austria,AUT,3/15/2021,12.81
Austria,AUT,3/16/2021,13.13
Austria,AUT,3/17/2021,13.51
Austria,AUT,3/18/2021,13.9
Austria,AUT,3/19/2021,14.51
Austria,AUT,3/20/2021,15.04
Austria,AUT,3/21/2021,15.21
Austria,AUT,3/22/2021,15.39
Austria,AUT,3/23/2021,15.79
Austria,AUT,3/24/2021,16.23
Austria,AUT,3/25/2021,16.75
Austria,AUT,3/26/2021,17.32
Austria,AUT,3/27/2021,17.79
Austria,AUT,3/28/2021,17.95
Austria,AUT,3/29/2021,18.25
Austria,AUT,3/30/2021,18.71
Austria,AUT,3/31/2021,19.11
Austria,AUT,4/1/2021,19.58
Austria,AUT,4/2/2021,20.07
Austria,AUT,4/3/2021,20.31
Austria,AUT,4/4/2021,20.43
Austria,AUT,4/5/2021,20.57
Austria,AUT,4/6/2021,20.99
Austria,AUT,4/7/2021,21.62
Austria,AUT,4/8/2021,22.43
Austria,AUT,4/9/2021,23.31
Austria,AUT,4/10/2021,24.04
Austria,AUT,4/11/2021,24.33
Austria,AUT,4/12/2021,24.72
Austria,AUT,4/13/2021,25.23
Austria,AUT,4/14/2021,25.98
Austria,AUT,4/15/2021,26.81
Austria,AUT,4/16/2021,27.6
Austria,AUT,4/17/2021,28.25
Austria,AUT,4/18/2021,28.46
Austria,AUT,4/19/2021,28.82
Austria,AUT,4/20/2021,29.32
Austria,AUT,4/21/2021,30.03
Austria,AUT,4/22/2021,30.82
Austria,AUT,4/23/2021,31.59
Austria,AUT,4/24/2021,32.04
Austria,AUT,4/25/2021,32.35
Austria,AUT,4/26/2021,32.69
Austria,AUT,4/27/2021,33.23
Austria,AUT,4/28/2021,33.88
Austria,AUT,4/29/2021,34.73
Austria,AUT,4/30/2021,35.64
Austria,AUT,5/1/2021,36.11
Austria,AUT,5/2/2021,36.29
Austria,AUT,5/3/2021,36.62
Austria,AUT,5/4/2021,37.31
Austria,AUT,5/5/2021,38.18
Austria,AUT,5/6/2021,39.27
Austria,AUT,5/7/2021,40.48
Austria,AUT,5/8/2021,41.07
Austria,AUT,5/9/2021,41.28
Austria,AUT,5/10/2021,41.76
Austria,AUT,5/11/2021,42.5
Austria,AUT,5/12/2021,43.63
Austria,AUT,5/13/2021,44.01
Austria,AUT,5/14/2021,45.02
Austria,AUT,5/15/2021,45.69
Austria,AUT,5/16/2021,45.96
Austria,AUT,5/17/2021,46.49
Austria,AUT,5/18/2021,47.27
Austria,AUT,5/19/2021,48.45
Austria,AUT,5/20/2021,49.69
Austria,AUT,5/21/2021,50.94
Austria,AUT,5/22/2021,51.6
Austria,AUT,5/23/2021,51.93
Austria,AUT,5/24/2021,52.2
Austria,AUT,5/25/2021,52.82
Austria,AUT,5/26/2021,53.85
Austria,AUT,5/27/2021,54.96
Austria,AUT,5/28/2021,56.19
Austria,AUT,5/29/2021,56.89
Austria,AUT,5/30/2021,57.32
Austria,AUT,5/31/2021,57.81
Austria,AUT,6/1/2021,58.82
Austria,AUT,6/2/2021,60.42
Austria,AUT,6/3/2021,61.18
Austria,AUT,6/4/2021,62.4
Austria,AUT,6/5/2021,63.1
Austria,AUT,6/6/2021,63.69
Austria,AUT,6/7/2021,64.34
Austria,AUT,6/8/2021,65.36
Austria,AUT,6/9/2021,66.66
Austria,AUT,6/10/2021,68.02
Austria,AUT,6/11/2021,69.47
Austria,AUT,6/12/2021,70.25
Austria,AUT,6/13/2021,70.67
Austria,AUT,6/14/2021,71.21
Austria,AUT,6/15/2021,72.18
Austria,AUT,6/16/2021,73.51
Austria,AUT,6/17/2021,74.8
Austria,AUT,6/18/2021,76.05
Austria,AUT,6/19/2021,76.79
Austria,AUT,6/20/2021,77.2
Austria,AUT,6/21/2021,77.79
Austria,AUT,6/22/2021,78.81
Austria,AUT,6/23/2021,80.05
Austria,AUT,6/24/2021,81.27
Austria,AUT,6/25/2021,82.63
Austria,AUT,6/26/2021,83.49
Austria,AUT,6/27/2021,83.95
Austria,AUT,6/28/2021,84.51
Austria,AUT,6/29/2021,85.54
Austria,AUT,6/30/2021,86.81
Austria,AUT,7/1/2021,88.12
Austria,AUT,7/2/2021,89.39
Austria,AUT,7/3/2021,90.17
Austria,AUT,7/4/2021,90.77
Austria,AUT,7/5/2021,91.29
Austria,AUT,7/6/2021,92.2
Austria,AUT,7/7/2021,93.25
Austria,AUT,7/8/2021,94.33
Austria,AUT,7/9/2021,95.32
Austria,AUT,7/10/2021,95.89
Austria,AUT,7/11/2021,96.24
Austria,AUT,7/12/2021,96.64
Austria,AUT,7/13/2021,97.47
Austria,AUT,7/14/2021,98.37
Austria,AUT,7/15/2021,99.08
Austria,AUT,7/16/2021,99.98
Austria,AUT,7/17/2021,100.55
Austria,AUT,7/18/2021,100.86
Austria,AUT,7/19/2021,101.21
Austria,AUT,7/20/2021,101.73
Austria,AUT,7/21/2021,102.48
Austria,AUT,7/22/2021,103.25
Austria,AUT,7/23/2021,104.03
Austria,AUT,7/24/2021,104.6
Austria,AUT,7/25/2021,104.91
Austria,AUT,7/26/2021,105.24
Austria,AUT,7/27/2021,105.84
Austria,AUT,7/28/2021,106.46
Austria,AUT,7/29/2021,106.95
Austria,AUT,7/30/2021,107.56
Austria,AUT,7/31/2021,107.96
Austria,AUT,8/1/2021,108.26
Austria,AUT,8/2/2021,108.56
Austria,AUT,8/3/2021,109.08
Austria,AUT,8/4/2021,109.58
Austria,AUT,8/5/2021,110.03
Austria,AUT,8/6/2021,110.53
Austria,AUT,8/7/2021,110.86
Austria,AUT,8/8/2021,111.13
Austria,AUT,8/9/2021,111.3
